sample_index,anchor_ts_hour,split
294,2020-01-27 05:00:00+03:00,train
295,2020-01-27 06:00:00+03:00,train
296,2020-01-27 07:00:00+03:00,train
297,2020-01-27 08:00:00+03:00,train
298,2020-01-27 09:00:00+03:00,train
299,2020-01-27 10:00:00+03:00,train
300,2020-01-27 11:00:00+03:00,train
301,2020-01-27 12:00:00+03:00,train
302,2020-01-27 13:00:00+03:00,train
303,2020-01-27 14:00:00+03:00,train
304,2020-01-27 15:00:00+03:00,train
305,2020-01-27 16:00:00+03:00,train
306,2020-01-27 17:00:00+03:00,train
307,2020-01-27 18:00:00+03:00,train
308,2020-01-27 19:00:00+03:00,train
309,2020-01-27 20:00:00+03:00,train
310,2020-01-27 21:00:00+03:00,train
311,2020-01-27 22:00:00+03:00,train
312,2020-01-27 23:00:00+03:00,train
313,2020-01-28 00:00:00+03:00,train
314,2020-01-28 01:00:00+03:00,train
315,2020-01-28 02:00:00+03:00,train
316,2020-01-28 03:00:00+03:00,train
317,2020-01-28 04:00:00+03:00,train
318,2020-01-28 05:00:00+03:00,train
319,2020-01-28 06:00:00+03:00,train
320,2020-01-28 07:00:00+03:00,train
321,2020-01-28 08:00:00+03:00,train
322,2020-01-28 09:00:00+03:00,train
323,2020-01-28 10:00:00+03:00,train
324,2020-01-28 11:00:00+03:00,train
325,2020-01-28 12:00:00+03:00,train
326,2020-01-28 13:00:00+03:00,train
327,2020-01-28 14:00:00+03:00,train
328,2020-01-28 15:00:00+03:00,train
329,2020-01-28 16:00:00+03:00,train
330,2020-01-28 17:00:00+03:00,train
331,2020-01-28 18:00:00+03:00,train
332,2020-01-28 19:00:00+03:00,train
333,2020-01-28 20:00:00+03:00,train
334,2020-01-28 21:00:00+03:00,train
335,2020-01-28 22:00:00+03:00,train
336,2020-01-28 23:00:00+03:00,train
337,2020-01-29 00:00:00+03:00,train
338,2020-01-29 01:00:00+03:00,train
339,2020-01-29 02:00:00+03:00,train
340,2020-01-29 03:00:00+03:00,train
341,2020-01-29 04:00:00+03:00,train
342,2020-01-29 05:00:00+03:00,train
343,2020-01-29 06:00:00+03:00,train
344,2020-01-29 07:00:00+03:00,train
345,2020-01-29 08:00:00+03:00,train
346,2020-01-29 09:00:00+03:00,train
347,2020-01-29 10:00:00+03:00,train
348,2020-01-29 11:00:00+03:00,train
349,2020-01-29 12:00:00+03:00,train
350,2020-01-29 13:00:00+03:00,train
351,2020-01-29 14:00:00+03:00,train
352,2020-01-29 15:00:00+03:00,train
353,2020-01-29 16:00:00+03:00,train
354,2020-01-29 17:00:00+03:00,train
355,2020-01-29 18:00:00+03:00,train
356,2020-01-29 19:00:00+03:00,train
357,2020-01-29 20:00:00+03:00,train
358,2020-01-29 21:00:00+03:00,train
359,2020-01-29 22:00:00+03:00,train
360,2020-01-29 23:00:00+03:00,train
361,2020-01-30 00:00:00+03:00,train
362,2020-01-30 01:00:00+03:00,train
363,2020-01-30 02:00:00+03:00,train
364,2020-01-30 03:00:00+03:00,train
365,2020-01-30 04:00:00+03:00,train
366,2020-01-30 05:00:00+03:00,train
367,2020-01-30 06:00:00+03:00,train
368,2020-01-30 07:00:00+03:00,train
369,2020-01-30 08:00:00+03:00,train
370,2020-01-30 09:00:00+03:00,train
371,2020-01-30 10:00:00+03:00,train
372,2020-01-30 11:00:00+03:00,train
373,2020-01-30 12:00:00+03:00,train
374,2020-01-30 13:00:00+03:00,train
375,2020-01-30 14:00:00+03:00,train
376,2020-01-30 15:00:00+03:00,train
377,2020-01-30 16:00:00+03:00,train
378,2020-01-30 17:00:00+03:00,train
379,2020-01-30 18:00:00+03:00,train
380,2020-01-30 19:00:00+03:00,train
381,2020-01-30 20:00:00+03:00,train
382,2020-01-30 21:00:00+03:00,train
383,2020-01-30 22:00:00+03:00,train
384,2020-01-30 23:00:00+03:00,train
385,2020-01-31 00:00:00+03:00,train
386,2020-01-31 01:00:00+03:00,train
387,2020-01-31 02:00:00+03:00,train
388,2020-01-31 03:00:00+03:00,train
389,2020-01-31 04:00:00+03:00,train
390,2020-01-31 05:00:00+03:00,train
391,2020-01-31 06:00:00+03:00,train
392,2020-01-31 07:00:00+03:00,train
393,2020-01-31 08:00:00+03:00,train
394,2020-01-31 09:00:00+03:00,train
395,2020-01-31 10:00:00+03:00,train
396,2020-01-31 11:00:00+03:00,train
397,2020-01-31 12:00:00+03:00,train
398,2020-01-31 13:00:00+03:00,train
399,2020-01-31 14:00:00+03:00,train
400,2020-01-31 15:00:00+03:00,train
401,2020-01-31 16:00:00+03:00,train
402,2020-01-31 17:00:00+03:00,train
403,2020-01-31 18:00:00+03:00,train
404,2020-01-31 19:00:00+03:00,train
405,2020-01-31 20:00:00+03:00,train
406,2020-01-31 21:00:00+03:00,train
407,2020-01-31 22:00:00+03:00,train
408,2020-01-31 23:00:00+03:00,train
409,2020-02-01 00:00:00+03:00,train
410,2020-02-01 01:00:00+03:00,train
411,2020-02-01 02:00:00+03:00,train
412,2020-02-01 03:00:00+03:00,train
413,2020-02-01 04:00:00+03:00,train
414,2020-02-01 05:00:00+03:00,train
415,2020-02-01 06:00:00+03:00,train
416,2020-02-01 07:00:00+03:00,train
417,2020-02-01 08:00:00+03:00,train
418,2020-02-01 09:00:00+03:00,train
419,2020-02-01 10:00:00+03:00,train
420,2020-02-01 11:00:00+03:00,train
421,2020-02-01 12:00:00+03:00,train
422,2020-02-01 13:00:00+03:00,train
423,2020-02-01 14:00:00+03:00,train
424,2020-02-01 15:00:00+03:00,train
425,2020-02-01 16:00:00+03:00,train
426,2020-02-01 17:00:00+03:00,train
427,2020-02-01 18:00:00+03:00,train
428,2020-02-01 19:00:00+03:00,train
429,2020-02-01 20:00:00+03:00,train
430,2020-02-01 21:00:00+03:00,train
431,2020-02-01 22:00:00+03:00,train
432,2020-02-01 23:00:00+03:00,train
433,2020-02-02 00:00:00+03:00,train
434,2020-02-02 01:00:00+03:00,train
435,2020-02-02 02:00:00+03:00,train
436,2020-02-02 03:00:00+03:00,train
437,2020-02-02 04:00:00+03:00,train
438,2020-02-02 05:00:00+03:00,train
439,2020-02-02 06:00:00+03:00,train
440,2020-02-02 07:00:00+03:00,train
441,2020-02-02 08:00:00+03:00,train
442,2020-02-02 09:00:00+03:00,train
443,2020-02-02 10:00:00+03:00,train
444,2020-02-02 11:00:00+03:00,train
445,2020-02-02 12:00:00+03:00,train
446,2020-02-02 13:00:00+03:00,train
447,2020-02-02 14:00:00+03:00,train
448,2020-02-02 15:00:00+03:00,train
449,2020-02-02 16:00:00+03:00,train
450,2020-02-02 17:00:00+03:00,train
451,2020-02-02 18:00:00+03:00,train
452,2020-02-02 19:00:00+03:00,train
453,2020-02-02 20:00:00+03:00,train
454,2020-02-02 21:00:00+03:00,train
455,2020-02-02 22:00:00+03:00,train
456,2020-02-02 23:00:00+03:00,train
457,2020-02-03 00:00:00+03:00,train
458,2020-02-03 01:00:00+03:00,train
459,2020-02-03 02:00:00+03:00,train
460,2020-02-03 03:00:00+03:00,train
461,2020-02-03 04:00:00+03:00,train
462,2020-02-03 05:00:00+03:00,train
463,2020-02-03 06:00:00+03:00,train
464,2020-02-03 07:00:00+03:00,train
465,2020-02-03 08:00:00+03:00,train
466,2020-02-03 09:00:00+03:00,train
467,2020-02-03 10:00:00+03:00,train
468,2020-02-03 11:00:00+03:00,train
469,2020-02-03 12:00:00+03:00,train
470,2020-02-03 13:00:00+03:00,train
471,2020-02-03 14:00:00+03:00,train
472,2020-02-03 15:00:00+03:00,train
473,2020-02-03 16:00:00+03:00,train
474,2020-02-03 17:00:00+03:00,train
475,2020-02-03 18:00:00+03:00,train
476,2020-02-03 19:00:00+03:00,train
477,2020-02-03 20:00:00+03:00,train
478,2020-02-03 21:00:00+03:00,train
479,2020-02-03 22:00:00+03:00,train
480,2020-02-03 23:00:00+03:00,train
481,2020-02-04 00:00:00+03:00,train
482,2020-02-04 01:00:00+03:00,train
483,2020-02-04 02:00:00+03:00,train
484,2020-02-04 03:00:00+03:00,train
485,2020-02-04 04:00:00+03:00,train
486,2020-02-04 05:00:00+03:00,train
487,2020-02-04 06:00:00+03:00,train
488,2020-02-04 07:00:00+03:00,train
489,2020-02-04 08:00:00+03:00,train
490,2020-02-04 09:00:00+03:00,train
491,2020-02-04 10:00:00+03:00,train
492,2020-02-04 11:00:00+03:00,train
493,2020-02-04 12:00:00+03:00,train
494,2020-02-04 13:00:00+03:00,train
495,2020-02-04 14:00:00+03:00,train
496,2020-02-04 15:00:00+03:00,train
497,2020-02-04 16:00:00+03:00,train
498,2020-02-04 17:00:00+03:00,train
499,2020-02-04 18:00:00+03:00,train
500,2020-02-04 19:00:00+03:00,train
501,2020-02-04 20:00:00+03:00,train
502,2020-02-04 21:00:00+03:00,train
503,2020-02-04 22:00:00+03:00,train
504,2020-02-04 23:00:00+03:00,train
505,2020-02-05 00:00:00+03:00,train
506,2020-02-05 01:00:00+03:00,train
507,2020-02-05 02:00:00+03:00,train
508,2020-02-05 03:00:00+03:00,train
509,2020-02-05 04:00:00+03:00,train
510,2020-02-05 05:00:00+03:00,train
511,2020-02-05 06:00:00+03:00,train
512,2020-02-05 07:00:00+03:00,train
513,2020-02-05 08:00:00+03:00,train
514,2020-02-05 09:00:00+03:00,train
515,2020-02-05 10:00:00+03:00,train
516,2020-02-05 11:00:00+03:00,train
517,2020-02-05 12:00:00+03:00,train
518,2020-02-05 13:00:00+03:00,train
519,2020-02-05 14:00:00+03:00,train
520,2020-02-05 15:00:00+03:00,train
521,2020-02-05 16:00:00+03:00,train
522,2020-02-05 17:00:00+03:00,train
523,2020-02-05 18:00:00+03:00,train
524,2020-02-05 19:00:00+03:00,train
525,2020-02-05 20:00:00+03:00,train
526,2020-02-05 21:00:00+03:00,train
527,2020-02-05 22:00:00+03:00,train
528,2020-02-05 23:00:00+03:00,train
529,2020-02-06 00:00:00+03:00,train
530,2020-02-06 01:00:00+03:00,train
531,2020-02-06 02:00:00+03:00,train
532,2020-02-06 03:00:00+03:00,train
533,2020-02-06 04:00:00+03:00,train
534,2020-02-06 05:00:00+03:00,train
535,2020-02-06 06:00:00+03:00,train
536,2020-02-06 07:00:00+03:00,train
537,2020-02-06 08:00:00+03:00,train
538,2020-02-06 09:00:00+03:00,train
539,2020-02-06 10:00:00+03:00,train
540,2020-02-06 11:00:00+03:00,train
541,2020-02-06 12:00:00+03:00,train
542,2020-02-06 13:00:00+03:00,train
543,2020-02-06 14:00:00+03:00,train
544,2020-02-06 15:00:00+03:00,train
545,2020-02-06 16:00:00+03:00,train
546,2020-02-06 17:00:00+03:00,train
547,2020-02-06 18:00:00+03:00,train
548,2020-02-06 19:00:00+03:00,train
549,2020-02-06 20:00:00+03:00,train
550,2020-02-06 21:00:00+03:00,train
551,2020-02-06 22:00:00+03:00,train
552,2020-02-06 23:00:00+03:00,train
553,2020-02-07 00:00:00+03:00,train
554,2020-02-07 01:00:00+03:00,train
555,2020-02-07 02:00:00+03:00,train
556,2020-02-07 03:00:00+03:00,train
557,2020-02-07 04:00:00+03:00,train
558,2020-02-07 05:00:00+03:00,train
559,2020-02-07 06:00:00+03:00,train
560,2020-02-07 07:00:00+03:00,train
561,2020-02-07 08:00:00+03:00,train
562,2020-02-07 09:00:00+03:00,train
563,2020-02-07 10:00:00+03:00,train
564,2020-02-07 11:00:00+03:00,train
565,2020-02-07 12:00:00+03:00,train
566,2020-02-07 13:00:00+03:00,train
567,2020-02-07 14:00:00+03:00,train
568,2020-02-07 15:00:00+03:00,train
569,2020-02-07 16:00:00+03:00,train
570,2020-02-07 17:00:00+03:00,train
571,2020-02-07 18:00:00+03:00,train
572,2020-02-07 19:00:00+03:00,train
573,2020-02-07 20:00:00+03:00,train
574,2020-02-07 21:00:00+03:00,train
575,2020-02-07 22:00:00+03:00,train
576,2020-02-07 23:00:00+03:00,train
577,2020-02-08 00:00:00+03:00,train
578,2020-02-08 01:00:00+03:00,train
579,2020-02-08 02:00:00+03:00,train
580,2020-02-08 03:00:00+03:00,train
581,2020-02-08 04:00:00+03:00,train
582,2020-02-08 05:00:00+03:00,train
583,2020-02-08 06:00:00+03:00,train
584,2020-02-08 07:00:00+03:00,train
585,2020-02-08 08:00:00+03:00,train
586,2020-02-08 09:00:00+03:00,train
587,2020-02-08 10:00:00+03:00,train
588,2020-02-08 11:00:00+03:00,train
589,2020-02-08 12:00:00+03:00,train
590,2020-02-08 13:00:00+03:00,train
591,2020-02-08 14:00:00+03:00,train
592,2020-02-08 15:00:00+03:00,train
593,2020-02-08 16:00:00+03:00,train
594,2020-02-08 17:00:00+03:00,train
595,2020-02-08 18:00:00+03:00,train
596,2020-02-08 19:00:00+03:00,train
597,2020-02-08 20:00:00+03:00,train
598,2020-02-08 21:00:00+03:00,train
599,2020-02-08 22:00:00+03:00,train
600,2020-02-08 23:00:00+03:00,train
601,2020-02-09 00:00:00+03:00,train
602,2020-02-09 01:00:00+03:00,train
603,2020-02-09 02:00:00+03:00,train
604,2020-02-09 03:00:00+03:00,train
605,2020-02-09 04:00:00+03:00,train
606,2020-02-09 05:00:00+03:00,train
607,2020-02-09 06:00:00+03:00,train
608,2020-02-09 07:00:00+03:00,train
609,2020-02-09 08:00:00+03:00,train
610,2020-02-09 09:00:00+03:00,train
611,2020-02-09 10:00:00+03:00,train
612,2020-02-09 11:00:00+03:00,train
613,2020-02-09 12:00:00+03:00,train
614,2020-02-09 13:00:00+03:00,train
615,2020-02-09 14:00:00+03:00,train
616,2020-02-09 15:00:00+03:00,train
617,2020-02-09 16:00:00+03:00,train
618,2020-02-09 17:00:00+03:00,train
619,2020-02-09 18:00:00+03:00,train
620,2020-02-09 19:00:00+03:00,train
621,2020-02-09 20:00:00+03:00,train
622,2020-02-09 21:00:00+03:00,train
623,2020-02-09 22:00:00+03:00,train
624,2020-02-09 23:00:00+03:00,train
625,2020-02-10 00:00:00+03:00,train
626,2020-02-10 01:00:00+03:00,train
627,2020-02-10 02:00:00+03:00,train
628,2020-02-10 03:00:00+03:00,train
629,2020-02-10 04:00:00+03:00,train
630,2020-02-10 05:00:00+03:00,train
631,2020-02-10 06:00:00+03:00,train
632,2020-02-10 07:00:00+03:00,train
633,2020-02-10 08:00:00+03:00,train
634,2020-02-10 09:00:00+03:00,train
635,2020-02-10 10:00:00+03:00,train
636,2020-02-10 11:00:00+03:00,train
637,2020-02-10 12:00:00+03:00,train
638,2020-02-10 13:00:00+03:00,train
639,2020-02-10 14:00:00+03:00,train
640,2020-02-10 15:00:00+03:00,train
641,2020-02-10 16:00:00+03:00,train
642,2020-02-10 17:00:00+03:00,train
643,2020-02-10 18:00:00+03:00,train
644,2020-02-10 19:00:00+03:00,train
645,2020-02-10 20:00:00+03:00,train
646,2020-02-10 21:00:00+03:00,train
647,2020-02-10 22:00:00+03:00,train
648,2020-02-10 23:00:00+03:00,train
649,2020-02-11 00:00:00+03:00,train
650,2020-02-11 01:00:00+03:00,train
651,2020-02-11 02:00:00+03:00,train
652,2020-02-11 03:00:00+03:00,train
653,2020-02-11 04:00:00+03:00,train
654,2020-02-11 05:00:00+03:00,train
655,2020-02-11 06:00:00+03:00,train
656,2020-02-11 07:00:00+03:00,train
657,2020-02-11 08:00:00+03:00,train
658,2020-02-11 09:00:00+03:00,train
659,2020-02-11 10:00:00+03:00,train
660,2020-02-11 11:00:00+03:00,train
661,2020-02-11 12:00:00+03:00,train
662,2020-02-11 13:00:00+03:00,train
663,2020-02-11 14:00:00+03:00,train
664,2020-02-11 15:00:00+03:00,train
